ECO_ID,SpeciesNumber,SizeCategory,BiomeType,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
10124,744.1333333,"(670, 1652]",Trop/Subtrop Forests,3.83689379920199,-1.00368706721347,-2.55135583593404,0.460999877804484,1.06364812736091,-0.757170199038105,1.12674190399962,-0.358057908652362,0.332797487445752,-0.329388428924084,-0.384736750420866,0.17894076553365,-0.432463555063452,0.0701442511707713,0.108013179674573
10126,680,"(670, 1652]",Trop/Subtrop Forests,3.44220036036833,-1.29730676333632,-0.256017915716589,-0.306354156252779,0.252911287054962,0.13768670897441,0.423893160561122,-0.0847619914379761,0.247717348455075,0.147882307756005,0.260799580103725,0.575513687150844,-0.0876491695458127,-0.0989039222700791,-0.134838219294266
10128,609.6,"[57, 670]",Trop/Subtrop Forests,4.63606653547288,-3.14824029973321,0.642784455804989,1.39431181150082,-0.258065357263464,-1.17614850785019,0.430992826949959,-0.918483657170197,-0.720975260669765,0.339148499430775,0.122495984920465,0.72759433442104,-0.429238857815508,-0.335509140891646,-0.00914615618954936
10201,272.5333333,"[57, 670]",Trop/Subtrop Forests,3.14429701640984,-1.34800779978338,1.83483322201167,1.58109149427963,-0.170411620213132,0.446650414568203,1.83176950877411,-0.646490504522312,0.614404566297146,0.560861340984962,0.459895773607391,0.289183911913778,0.142983607872586,0.439265958783936,-0.11225850395548
10202,717.4666667,"(670, 1652]",Trop/Subtrop Forests,4.81902092740381,-1.4175767159617,1.06393048344536,0.0461554957998144,-1.16851998060589,1.03031516352362,-1.21092552168747,0.427230298754832,0.377742658550146,0.0202149090255751,-0.486550907112404,0.631372687560053,0.170811293110501,-0.257186043285099,-0.0387426985687577
10204,293.3333333,"[57, 670]",Trop/Subtrop Forests,0.978878353652941,-0.115715583817157,1.52154537226694,1.29859798545634,0.224397452168387,1.21438957199931,0.809432407278939,-0.711051869896662,0.334660540464561,-0.126345460610393,0.576778812743385,0.121468453675278,-0.371388948916014,0.172747742713627,-0.17787316107284
10401,168.9333333,"[57, 670]",Temp Forests,-0.5283823554336,-2.43468360256926,-2.29486478803383,-2.12272025373731,-1.95647031738422,0.366090015034072,0.119717699472255,0.134571972933098,-0.986114519884798,1.16999796278698,-0.043998606043932,0.503278071384157,-0.147074354886746,0.0716741648693611,0.290554424695424
10402,5674.2,"(1652, 9633]",Temp Forests,-0.241331320789953,0.588384450552701,-2.02246208378582,1.59010401633007,0.0774993944201783,-0.151749597564159,0.165091164511149,-0.147330491518962,-0.0600993670405303,0.68210821496604,0.0982311456362713,0.0933965007004462,-0.234971623004394,-0.37502226878932,-0.151581362082096
10403,428.0666667,"[57, 670]",Temp Forests,0.767623357783559,-2.85103914446998,-4.10753123081451,-1.97196239650368,-1.70842375362876,-0.332326444726631,-0.296728698770997,0.987384650525367,-1.74127754144034,-0.343904056129799,-0.202488936599959,-0.149477565774821,-0.256332284249862,0.118024314283162,-0.166980619435718
10404,933.2666667,"(670, 1652]",Temp Forests,-0.191627195315524,-1.63847173747667,-3.25084447140301,-1.51708602059699,-1.57389128517277,0.252793404019369,-0.301486778147484,0.67050150403936,-1.12148709821823,0.0468372847384005,0.108747145594773,-0.114547805880801,-0.121761208568119,-0.159945302458508,0.119743103009976
10405,2163.933333,"(1652, 9633]",Temp Forests,-0.458381571646865,-0.83252154129376,-1.31330987573479,-0.989578970722154,-0.451905420195925,-0.0255049681071578,0.0340630660451845,-0.146814040808773,-0.402257739020767,0.71075782123491,0.206080035707292,0.0362005420290681,0.0119810251895926,-0.368052066198284,-0.160799549376996
