ECO_ID,PD,MDT,MPD,MNTD
80407,11996.2052746045,36.7225376889141,235.67873978581,42.5708531471183
80408,53755.1210745248,17.0429760368935,237.537219541364,21.7844154560569
80409,75390.2688625642,17.9384937683145,238.056133695413,31.3603102407564
80410,15068.0136428084,29.4855708688062,235.638048739815,33.1659979320667
80411,48000.8383870253,19.4581871993221,242.374716191325,22.9892468257813
80412,64957.0098113622,17.0056110842369,240.975568175933,24.7112427479975
80413,44642.252763892,21.0063069857575,244.72690120047,24.0427628763151
80414,19819.5706886487,26.3468049100966,242.975025059945,29.3507575630518
80415,73978.2971580287,19.0015912861091,244.641069690554,24.179014374308
80416,39959.1345202205,18.8223427528059,238.467728919447,22.8932374556354
80417,72571.9105655385,19.0996982282382,244.019350211088,25.1007253568428
80418,33552.0741758963,19.5921246639182,239.230946338303,23.3885212246855
80419,45428.2650908337,17.9436706086234,239.871402317102,22.331682440105
80420,11026.1396565144,31.2502045264394,232.995918845815,35.0605919406253
80421,61676.2107061619,18.4436556545709,240.382446200739,30.0997930437559
80422,20464.4818639835,32.2547505993317,240.692904629252,38.7870308116817
80423,29750.4086345566,25.7080365589041,244.871112075261,28.7689029449953
80424,50053.9502295586,20.5853538818641,242.97232190864,24.466320181588
80425,22048.8633977914,27.7882030488947,240.121112694525,32.828645936806
80426,41038.542511707,19.9490075713102,243.433521192878,22.8976044170045
80427,44979.5999769413,23.0671448375509,244.906321738524,26.7453895023711
80428,54256.4611512567,20.5524848571044,244.446963367465,24.2996160006961
